ra,dec,phot_g_mean_mag
71660,-71106,78
75599,-71843,80
75679,-71314,50
76777,-71270,70
79358,-71534,73
80605,-71506,74
83814,-71138,70
83831,-71677,78
89579,-71325,79
93728,-71656,65
93775,-71703,65
98294,-71648,73
100240,-71775,62
100269,-71126,77
100426,-71218,67
100533,-71889,73
103457,-71597,79
105188,-71396,80
106405,-71271,75
109239,-71749,70
110229,-71532,67
111155,-71470,65
115196,-71763,68
115716,-71542,66
116576,-71720,75
119038,-71985,78
119330,-71998,78
121922,-71721,77
122237,-71722,65
123068,-71266,78
124954,-71515,53
125002,-71505,56
125019,-71496,77
125288,-71968,74
126230,-71722,78
126412,-71051,73
126511,-71077,73
126756,-71542,72
127685,-71727,80
129093,-71660,78
130075,-71877,76
131572,-71039,76
132013,-71316,78
134286,-71017,66
134383,-71138,79
138414,-71618,78
139960,-71009,79
140844,-71809,78
141775,-71602,52
141953,-71781,62
142721,-71769,77
146493,-71786,74
148109,-71943,69
148204,-71455,69
149040,-71389,63
150087,-71893,79
151628,-71774,77
151749,-71478,65
151966,-71283,76
152544,-71070,62
153367,-71669,72
156145,-71612,70
157584,-71993,47
159255,-71691,66
162424,-71654,75
164447,-71107,80
165512,-71747,74
165886,-71629,75
165989,-71001,79
166053,-71892,76
167873,-71436,59
168023,-71217,69
168124,-71749,75
170017,-71994,64
170363,-71786,80
171242,-71810,80
172086,-71118,75
173032,-71984,72
175426,-71506,79
176383,-71245,78
180618,-71489,61
181147,-71220,78
182232,-71035,78
184676,-71883,77
190071,-71645,79
190948,-71038,78
191357,-71711,58
192378,-71731,77
192437,-71986,52
193415,-71274,71
195571,-71549,33
195772,-71476,61
197782,-71814,77
205306,-71868,54
206286,-71533,68
206892,-71231,68
212796,-71265,73
214732,-71396,68
214847,-71744,79
215627,-71356,73
217205,-71590,70
218077,-71488,75
224332,-71341,77
224462,-71393,73
225344,-71491,67
225728,-71752,77
226198,-71606,68
226546,-71132,77
226638,-71513,76
226784,-71905,59
227632,-71665,69
229871,-71792,56
231201,-71323,66
232705,-71654,64
232863,-71062,68
234024,-71217,72
235248,-71745,77
237362,-71679,78
239885,-71113,75
240364,-71403,77
241991,-71945,70
242303,-71071,71
244230,-71907,80
244420,-71673,79
245406,-71874,67
245760,-71919,74
246403,-71486,77
246705,-71768,70
247312,-71124,71
248393,-71138,77
248955,-71894,65
251363,-71840,75
253240,-71838,78
253321,-71289,72
254001,-71294,80
254254,-71112,64
257413,-71680,79
261779,-71927,80
261848,-71288,76
267280,-71095,75
268957,-71896,78
269322,-71095,68
270463,-71331,79
272479,-71645,75
275166,-71923,74
277158,-71783,73
278448,-71769,70
278762,-71324,74
279469,-71975,73
280759,-71429,37
280795,-71288,65
283891,-71068,76
284276,-71298,75
284993,-71535,80
284994,-71933,68
285363,-71471,80
287534,-71548,64
291111,-71816,75
291583,-71466,80
295785,-71873,76
298453,-71406,76
298841,-71547,63
302644,-71642,72
306185,-71659,75
308061,-71864,74
308258,-71320,75
308776,-71189,60
309052,-71261,76
309150,-71072,68
309436,-71301,77
309734,-71094,62
310725,-71927,75
320568,-71571,63
321325,-71799,57
325105,-71504,73
326370,-71009,60
340488,-71529,80
342788,-71425,75
344821,-71837,66
348508,-71210,78
350411,-71575,75
351204,-71627,75
356848,-71307,68
1167,-70404,72
1245,-70213,80
1697,-70589,73
4102,-70392,71
4859,-70662,78
14468,-70458,76
15042,-70177,79
16130,-70540,80
16363,-70933,78
18319,-70881,77
21051,-70675,80
21946,-70857,80
23376,-70868,77
30657,-70419,64
32980,-70951,69
36376,-70102,76
38126,-70117,79
38481,-70768,71
39722,-70680,62
43508,-70153,77
52782,-70473,76
56195,-70027,73
56256,-70025,74
57159,-70360,70
62106,-70608,79
63313,-70420,69
65080,-70451,76
70767,-70931,55
72228,-70259,78
74212,-70925,69
75164,-70624,75
80060,-70963,80
81661,-70063,77
83696,-70172,78
85374,-70034,75
86129,-70138,79
90435,-70114,74
90520,-70675,75
96009,-70187,76
97801,-70516,73
99410,-70604,72
100099,-70312,79
100261,-70651,73
101232,-70434,57
101458,-70523,72
101762,-70468,73
102862,-70963,54
103153,-70510,67
103670,-70036,77
103816,-70489,71
105442,-70566,80
105793,-70542,78
107177,-70497,56
107187,-70498,35
107820,-70119,65
109875,-70209,77
110335,-70988,76
110778,-70637,65
111288,-70404,74
111958,-70754,80
113641,-70382,80
113918,-70524,69
114438,-70346,78
115833,-70065,77
120386,-70023,76
120963,-70337,72
122644,-70784,79
125856,-70249,66
126149,-70379,75
126820,-70093,55
127682,-70843,77
128374,-70114,80
129086,-70677,69
129772,-70387,52
132072,-70417,76
135824,-70607,69
136410,-70538,46
136749,-70970,79
141154,-70076,60
141161,-70410,79
141524,-70444,77
142940,-70470,70
146418,-70118,72
147069,-70920,76
147308,-70075,80
149273,-70584,79
150326,-70728,73
153434,-70038,33
155908,-70729,75
157532,-70888,61
158645,-70353,74
159628,-70310,76
161083,-70860,62
161134,-70855,65
163424,-70720,71
163425,-70720,64
164096,-70449,80
166703,-70830,73
166708,-70878,55
168386,-70638,80
168706,-70360,78
169430,-70977,79
170332,-70802,79
173355,-70195,67
174100,-70996,79
176616,-70910,79
176688,-70515,74
177486,-70226,45
178731,-70878,74
179189,-70156,79
179519,-70452,74
179625,-70740,69
180656,-70859,65
181251,-70002,67
181753,-70804,78
183196,-70152,59
184865,-70869,80
186255,-70728,80
187060,-70545,71
190133,-70547,74
193575,-70037,65
198826,-70478,75
199955,-70855,73
200526,-70547,76
201159,-70431,70
201459,-70627,56
203264,-70434,75
204690,-70445,56
205002,-70788,62
205638,-70417,79
208246,-70047,71
212629,-70305,53
214380,-70846,74
215516,-70579,76
216280,-70030,76
216380,-70539,76
218140,-70089,77
222177,-70599,70
223946,-70521,79
225805,-70787,75
227202,-70711,71
228354,-70673,79
228554,-70559,76
228580,-70080,43
228810,-70520,67
228994,-70414,66
235048,-70228,64
235883,-70267,77
236098,-70293,80
236551,-70943,78
236665,-70739,79
238013,-70821,80
244306,-70991,71
246018,-70146,68
247120,-70084,47
248580,-70988,52
249503,-70884,77
250668,-70581,74
253386,-70601,78
253457,-70171,72
257452,-70350,79
258084,-70721,59
258377,-70588,71
260052,-70046,65
260524,-70123,53
260630,-70442,69
262053,-70067,78
262213,-70634,69
264770,-70694,74
266028,-70242,76
268753,-70464,77
269086,-70362,67
272191,-70080,77
273600,-70751,67
274045,-70645,80
276423,-70815,74
279677,-70236,68
279789,-70803,68
280625,-70303,72
284034,-70487,78
284872,-70469,64
286385,-70067,79
291076,-70108,77
291618,-70312,76
292373,-70669,68
292677,-70047,71
296292,-70017,77
296414,-70627,69
298917,-70206,80
299925,-70532,80
300420,-70251,77
301984,-70815,76
309626,-70073,75
310522,-70931,78
311330,-70715,80
314667,-70422,77
316020,-70108,79
318080,-70162,76
318336,-70126,42
318575,-70858,78
321479,-70718,75
325254,-70807,79
327948,-70352,77
328078,-70549,78
328865,-70116,67
328893,-70068,66
330122,-70507,80
331973,-70286,65
332232,-70522,79
332353,-70904,66
333822,-70653,66
336296,-70432,57
339028,-70964,67
342135,-70933,64
342323,-70348,63
343664,-70073,59
348537,-70058,67
348869,-70827,78
349158,-70251,51
351335,-70910,76
353645,-70963,74
354532,-70903,72
355822,-70818,71
356109,-70490,58
358457,-70679,80
167,-69676,80
5163,-69625,55
6676,-69307,65
9150,-69432,80
12283,-69127,76
13102,-69504,65
13118,-69503,72
13751,-69527,51
17232,-69566,78
20494,-69719,77
20702,-69080,73
25352,-69104,80
26878,-69882,78
27048,-69729,80
28534,-69517,74
33968,-69432,71
36945,-69524,49
40111,-69918,80
40168,-69233,64
40853,-69160,64
42428,-69812,76
45467,-69684,72
46953,-69265,59
48739,-69783,70
50663,-69313,78
51010,-69625,60
51401,-69336,59
53971,-69193,69
56920,-69889,74
57251,-69879,73
57560,-69947,79
61513,-69871,74
64193,-69727,69
64944,-69120,73
64998,-69399,69
66443,-69994,77
69708,-69454,75
72684,-69831,61
77867,-69546,70
82503,-69975,78
84493,-69957,80
86998,-69750,80
87752,-69903,75
89310,-69478,79
89632,-69857,74
90941,-69710,80
92839,-69760,79
94175,-69076,71
94586,-69163,75
94813,-69784,68
95660,-69984,50
96369,-69689,51
100520,-69706,76
100581,-69313,80
102605,-69986,65
102956,-69416,78
104956,-69809,79
109655,-69327,78
111661,-69576,77
113428,-69891,78
114080,-69056,68
115126,-69846,68
116054,-69822,62
120535,-69775,72
120838,-69972,67
121521,-69557,77
121964,-69899,80
123010,-69753,74
123710,-69623,77
124331,-69464,79
125081,-69061,67
125447,-69474,72
129454,-69664,79
129810,-69274,70
132084,-69373,79
133204,-69831,74
134343,-69642,77
137833,-69252,70
137949,-69203,73
141390,-69637,75
142387,-69678,77
142970,-69931,76
144529,-69139,77
146269,-69762,70
146727,-69503,65
146850,-69572,70
147700,-69101,76
148448,-69895,70
148536,-69623,68
148773,-69189,69
149249,-69102,62
152798,-69664,75
153390,-69100,76
153815,-69636,78
155420,-69333,76
156058,-69918,64
157560,-69854,74
158685,-69586,79
158776,-69352,59
158876,-69817,77
159606,-69274,79
160468,-69549,77
161700,-69210,63
161877,-69438,63
163231,-69122,70
164334,-69038,66
164556,-69930,76
166088,-69929,79
168604,-69531,79
169127,-69907,78
174310,-69674,65
175085,-69672,68
178218,-69884,70
180436,-69198,65
180657,-69192,59
181037,-69522,62
181252,-69811,80
181458,-69573,73
181536,-69125,70
181577,-69798,75
183097,-69558,79
184492,-69943,72
185397,-69110,74
186377,-69477,79
189295,-69136,27
189505,-69603,71
190521,-69408,62
191251,-69030,73
192270,-69392,76
192614,-69538,77
192800,-69645,72
194554,-69310,77
195497,-69229,74
196310,-69596,74
197965,-69942,58
198855,-69679,60
199012,-69551,77
200160,-69681,74
200414,-69939,74
202195,-69627,62
203126,-69164,80
203137,-69232,71
205612,-69247,77
205786,-69128,77
207948,-69401,49
209472,-69294,76
209884,-69958,76
211189,-69872,75
212757,-69719,61
215569,-69085,72
218297,-69588,79
218750,-69453,73
218972,-69021,78
218979,-69971,61
221058,-69675,69
221433,-69619,70
223522,-69373,76
223725,-69861,64
224348,-69395,79
224845,-69707,79
224974,-69206,78
225304,-69219,77
226764,-69476,68
229188,-69878,77
230289,-69988,74
231941,-69267,80
232730,-69217,77
233025,-69173,78
236016,-69127,80
242312,-69590,78
246873,-69326,67
246971,-69861,72
248049,-69766,74
251831,-69153,80
253423,-69055,68
253845,-69280,72
254886,-69440,78
254891,-69268,59
255459,-69410,76
260180,-69095,76
263912,-69767,78
265552,-69020,77
266051,-69032,79
267038,-69560,76
267159,-69931,77
270274,-69234,79
273222,-69923,77
274695,-69599,80
276615,-69509,76
276765,-69381,80
277031,-69314,79
279121,-69082,78
279127,-69885,63
280674,-69387,76
281011,-69178,74
283442,-69830,78
285003,-69945,78
286577,-69830,80
289119,-69191,62
289504,-69597,75
290879,-69407,77
291076,-69143,72
292026,-69632,66
292605,-69793,68
293790,-69976,77
293819,-69094,80
294851,-69338,66
294895,-69603,67
297511,-69339,69
298416,-69951,78
299673,-69164,57
300470,-69189,80
301315,-69746,79
301808,-69556,75
304909,-69015,80
307573,-69069,71
308966,-69611,57
309204,-69451,67
314549,-69146,68
315030,-69581,67
315120,-69621,80
320021,-69011,74
321070,-69734,51
322188,-69506,38
323172,-69490,72
323582,-69862,78
324571,-69630,68
326434,-69364,78
327696,-69629,50
328049,-69464,77
337326,-69438,74
338039,-69108,69
341722,-69528,73
341884,-69474,71
343767,-69104,76
352764,-69077,70
355513,-69437,75
357640,-69093,70
359757,-69654,77
3801,-68850,79
14495,-68193,80
15160,-68094,77
18758,-68818,80
18759,-68819,75
18945,-68875,73
18947,-68875,48
19939,-68898,70
22173,-68175,71
24977,-68258,77
28969,-68392,69
31257,-68301,78
34946,-68084,73
35437,-68659,41
36598,-68635,72
37476,-68611,72
39898,-68267,41
41529,-68890,70
47778,-68216,80
49434,-68160,79
50261,-68533,70
54234,-68438,75
59648,-68344,74
60654,-68947,69
64109,-68788,77
65000,-68701,80
66136,-68994,77
70395,-68608,77
71656,-68546,71
72836,-68069,67
72904,-68095,79
74967,-68582,80
75387,-68029,71
76220,-68901,77
76278,-68086,78
76496,-68416,80
78907,-68069,74
79398,-68593,74
81262,-68003,79
81749,-68623,66
81749,-68623,69
83666,-68205,76
85312,-68770,67
85906,-68081,72
88910,-68046,73
92184,-68843,50
95993,-68601,69
96846,-68274,80
97615,-68948,79
97962,-68120,76
97986,-68712,80
103921,-68506,65
106146,-68248,70
106560,-68838,62
108735,-68072,80
110869,-68022,80
111773,-68615,71
111960,-68757,80
113341,-68769,66
114230,-68511,80
116223,-68757,69
120972,-68937,66
121939,-68899,74
121982,-68617,44
121984,-68615,74
122236,-68992,73
124001,-68472,69
124858,-68337,75
127154,-68617,79
128162,-68864,80
129496,-68012,80
130976,-68211,58
132079,-68665,78
133078,-68733,75
134732,-68139,69
134874,-68737,79
134976,-68094,75
135286,-68684,51
136336,-68109,71
136915,-68755,75
138030,-68745,75
138534,-68917,69
139321,-68690,52
139540,-68615,76
139578,-68180,80
140164,-68359,78
141315,-68362,79
143923,-68210,72
145405,-68505,70
145650,-68438,66
145989,-68588,78
147477,-68419,65
148812,-68815,79
150063,-68150,77
151463,-68298,68
152007,-68324,78
152365,-68305,76
152376,-68683,65
153455,-68060,67
153659,-68233,70
155189,-68066,77
155874,-68278,79
156061,-68129,77
157528,-68552,79
157781,-68897,75
157813,-68969,79
158546,-68459,79
162300,-68362,77
163193,-68210,59
163933,-68791,80
163961,-68561,80
164262,-68667,73
166548,-68782,65
167487,-68083,80
168727,-68328,63
169033,-68198,66
169402,-68118,68
169864,-68275,79
170315,-68210,78
175903,-68479,69
177735,-68081,74
177837,-68861,74
178930,-68549,65
179954,-68334,80
180712,-68585,76
181162,-68329,55
181359,-68570,80
181583,-68651,59
182187,-68639,79
182755,-68261,60
183534,-68632,79
185550,-68308,54
186418,-68421,76
187011,-68733,73
188164,-68113,78
188374,-68757,69
188883,-68351,75
189678,-68764,80
190637,-68414,79
191258,-68831,60
191570,-68108,35
191570,-68108,40
192216,-68425,74
192759,-68855,74
193792,-68907,57
193868,-68266,80
193889,-68998,75
197939,-68917,79
198367,-68499,79
199481,-68496,70
199788,-68899,77
201380,-68528,66
204678,-68479,78
205433,-68092,73
206480,-68491,77
207046,-68146,72
208517,-68505,79
208639,-68238,78
209375,-68006,66
210879,-68504,76
210901,-68056,77
211931,-68146,78
212232,-68141,72
212459,-68190,72
213524,-68191,72
213699,-68732,78
213979,-68540,75
214463,-68048,74
214670,-68486,77
214880,-68165,79
216276,-68195,54
216327,-68365,76
218896,-68739,77
219249,-68278,79
219522,-68951,80
219882,-68203,70
221645,-68122,80
221988,-68520,75
222404,-68936,65
223352,-68392,72
224916,-68952,80
227069,-68997,74
227402,-68722,68
228713,-68089,80
229727,-68680,29
231358,-68693,73
231563,-68309,56
233525,-68771,76
233575,-68614,76
233709,-68889,62
237890,-68652,73
238873,-68603,48
239451,-68339,76
240215,-68679,69
241434,-68436,77
245142,-68537,72
249676,-68721,72
250346,-68296,59
251169,-68805,76
251732,-68102,65
254508,-68459,71
255072,-68340,76
255818,-68844,80
256140,-68279,54
257293,-68847,66
257872,-68643,80
264607,-68523,72
266435,-68648,72
268605,-68658,73
269917,-68161,74
274504,-68229,63
285873,-68756,57
286948,-68884,71
287472,-68425,51
287479,-68300,74
287726,-68400,75
291023,-68371,60
291052,-68259,78
292796,-68434,53
298020,-68137,76
298298,-68164,77
298562,-68159,79
298676,-68259,80
299721,-68763,63
303872,-68433,76
307881,-68702,80
308239,-68372,75
310982,-68915,80
312236,-68792,70
312325,-68777,51
314445,-68425,70
315367,-68210,64
315947,-68072,75
316623,-68646,67
320550,-68642,79
321171,-68227,68
325890,-68065,63
326600,-68684,69
327669,-68084,80
330002,-68815,79
331596,-68742,75
331839,-68720,72
331872,-68024,69
332666,-68329,67
333430,-68126,64
334707,-68314,71
336050,-68948,80
339878,-68061,66
340528,-68399,75
342696,-68973,78
344110,-68784,79
346218,-68820,54
348471,-68291,73
356848,-68394,68
358160,-68024,72
1363,-67960,67
5583,-67627,73
6386,-67745,72
6705,-67721,80
8433,-67409,80
12147,-67532,80
19123,-67431,68
19463,-67110,70
22271,-67486,72
24549,-67570,79
28145,-67945,68
28735,-67647,44
33561,-67841,48
33870,-67746,53
34561,-67789,69
34892,-67700,80
36373,-67769,78
37797,-67968,71
39494,-67301,67
41387,-67616,48
41760,-67278,75
42718,-67522,63
43092,-67307,76
44571,-67143,78
45220,-67103,78
47605,-67506,79
53248,-67420,74
55621,-67281,76
61588,-67705,78
67549,-67876,75
68288,-67317,80
72241,-67714,76
73587,-67285,78
75674,-67843,80
78440,-67185,44
85428,-67403,70
85674,-67139,74
85944,-67700,72
86523,-67710,80
86843,-67758,71
88873,-67566,78
89011,-67540,80
90783,-67310,73
91598,-67421,77
91711,-67283,63
96881,-67389,80
97814,-67581,78
98838,-67226,75
100606,-67843,67
102283,-67351,79
103722,-67899,77
104960,-67915,47
106698,-67016,71
106946,-67937,80
107739,-67067,69
107749,-67961,68
108076,-67784,72
109208,-67957,38
109811,-67187,65
110720,-67365,78
111080,-67701,79
112841,-67185,76
114071,-67378,75
114150,-67614,78
114560,-67448,73
116003,-67202,63
116513,-67432,77
121131,-67208,76
122795,-67668,80
125479,-67335,73
127429,-67140,73
130119,-67820,76
130334,-67811,78
133820,-67265,75
137988,-67722,72
139307,-67676,63
139465,-67051,57
139872,-67431,67
141238,-67921,76
142537,-67201,75
144790,-67572,76
147631,-67139,79
149244,-67899,77
149563,-67013,78
152588,-67263,68
152624,-67841,71
152803,-67892,65
153654,-67142,77
153776,-67286,73
154811,-67346,73
155015,-67168,74
157781,-67702,72
159849,-67165,73
160403,-67708,72
160818,-67290,79
160940,-67618,76
162175,-67305,77
163531,-67355,80
165331,-67617,74
165735,-67909,78
165761,-67127,58
166657,-67924,76
167425,-67018,79
168204,-67100,77
169330,-67824,51
170026,-67049,76
170060,-67777,74
170847,-67762,79
171146,-67569,76
171204,-67130,78
173301,-67055,75
174451,-67620,57
175296,-67060,77
176922,-67692,65
178433,-67647,77
178509,-67669,78
178528,-67026,80
181379,-67852,78
182408,-67454,74
183903,-67895,76
184390,-67961,27
185213,-67538,78
185299,-67624,80
185530,-67522,52
185799,-67630,61
186211,-67632,70
187116,-67810,80
188727,-67757,39
188944,-67975,74
189109,-67171,73
189718,-67193,62
192069,-67131,76
194359,-67961,68
197116,-67797,54
198791,-67880,73
198812,-67895,47
199486,-67437,80
199753,-67381,79
199931,-67364,73
200370,-67537,70
201056,-67315,78
201785,-67022,70
202097,-67870,72
204838,-67672,68
205020,-67958,78
205359,-67882,79
208704,-67652,52
209839,-67841,74
209919,-67847,75
210034,-67281,66
210072,-67506,75
210598,-67535,70
211149,-67639,80
212545,-67897,77
213809,-67658,75
215668,-67137,76
216703,-67413,75
217721,-67333,77
217819,-67717,56
218309,-67188,75
218457,-67618,69
218713,-67576,80
218846,-67431,79
219439,-67933,59
219498,-67101,74
221051,-67404,77
222348,-67237,72
222626,-67498,71
223014,-67074,80
225313,-67983,71
227375,-67084,56
227806,-67987,68
227911,-67710,75
229213,-68000,76
230169,-67482,64
230661,-67206,76
232465,-67485,74
232777,-67529,75
233391,-67339,78
234219,-67485,80
236040,-67467,80
236167,-67072,78
238150,-67640,70
238914,-67404,79
239427,-67136,78
243482,-67075,75
244268,-67635,79
244272,-67942,59
244703,-67112,80
245334,-67389,76
247221,-67483,78
248727,-67312,80
249133,-67005,71
250551,-67485,73
250842,-67433,60
251459,-67028,79
251488,-67750,69
251666,-67110,51
252180,-67083,63
252527,-67783,72
252537,-67026,80
252638,-67351,80
253073,-67682,59
254191,-67164,73
254600,-67521,80
256959,-67188,74
258323,-67197,56
260497,-67771,44
262346,-67281,77
265185,-67854,62
265607,-67348,77
265960,-67403,67
266083,-67010,78
267066,-67696,78
267921,-67607,74
269027,-67251,75
270698,-67563,80
270726,-67852,76
271852,-67822,80
273369,-67809,73
273516,-67798,80
274344,-67856,78
274464,-67863,76
274465,-67357,76
274833,-67328,76
275735,-67131,75
276181,-67469,76
277885,-67955,80
282485,-67287,74
284238,-67233,43
285377,-67222,80
287341,-67540,80
288096,-67929,80
288548,-67454,72
289242,-67167,67
291498,-67999,80
